#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AURKB	TTK	9606.ENSP00000313950	9606.ENSP00000358813	0	0	0	0.641	0.614	0.261	0	0.303	0.784
AURKB	SKA3	9606.ENSP00000313950	9606.ENSP00000319417	0	0	0	0	0.469	0.292	0	0.475	0.785
AURKB	PBK	9606.ENSP00000313950	9606.ENSP00000428489	0	0	0	0	0.660	0.067	0	0.394	0.791
AURKB	EXO1	9606.ENSP00000313950	9606.ENSP00000355506	0	0	0	0	0.554	0	0	0.564	0.797
AURKB	KIF14	9606.ENSP00000313950	9606.ENSP00000356319	0	0	0	0	0.461	0.292	0	0.596	0.832
AURKB	RRM2	9606.ENSP00000313950	9606.ENSP00000353770	0	0	0	0	0.621	0	0	0.596	0.840
AURKB	GTSE1	9606.ENSP00000313950	9606.ENSP00000415430	0	0	0	0	0.776	0	0	0.318	0.841
AURKB	CDC25C	9606.ENSP00000313950	9606.ENSP00000321656	0	0	0	0	0.664	0	0	0.551	0.843
AURKB	KIF15	9606.ENSP00000313950	9606.ENSP00000324020	0	0	0	0	0.625	0	0	0.636	0.858
AURKB	CEP55	9606.ENSP00000313950	9606.ENSP00000360540	0	0	0	0	0.604	0	0	0.672	0.864
AURKB	MKI67	9606.ENSP00000313950	9606.ENSP00000357643	0	0	0	0	0.699	0.292	0	0.416	0.865
AURKB	SPAG5	9606.ENSP00000313950	9606.ENSP00000323300	0	0	0	0	0.731	0.294	0	0.407	0.878
AURKB	FOXM1	9606.ENSP00000313950	9606.ENSP00000342307	0	0	0	0	0.694	0.051	0	0.648	0.889
AURKB	ASPM	9606.ENSP00000313950	9606.ENSP00000356379	0	0	0	0	0.608	0	0	0.732	0.890
AURKB	CENPF	9606.ENSP00000313950	9606.ENSP00000355922	0	0	0	0	0.559	0	0	0.838	0.925
AURKB	CDC45	9606.ENSP00000313950	9606.ENSP00000405726	0	0	0	0	0.805	0	0	0.637	0.926
AURKB	HJURP	9606.ENSP00000313950	9606.ENSP00000414109	0	0	0	0	0.809	0	0	0.632	0.927
AURKB	ZWINT	9606.ENSP00000313950	9606.ENSP00000363055	0	0	0	0	0.435	0	0	0.877	0.927
AURKB	CDCA3	9606.ENSP00000313950	9606.ENSP00000442068	0	0	0	0	0.835	0	0	0.612	0.933
AURKB	KIF4A	9606.ENSP00000313950	9606.ENSP00000363524	0	0	0	0	0.773	0	0	0.756	0.942
AURKB	UBE2C	9606.ENSP00000313950	9606.ENSP00000348838	0	0	0	0	0.766	0.053	0.400	0.704	0.955
AURKB	TOP2A	9606.ENSP00000313950	9606.ENSP00000411532	0	0	0	0	0.831	0.314	0	0.761	0.970
AURKB	KIF20A	9606.ENSP00000313950	9606.ENSP00000378356	0	0	0	0	0.835	0.637	0	0.846	0.990
AURKB	CCNA2	9606.ENSP00000313950	9606.ENSP00000481380	0	0	0	0	0.960	0	0	0.807	0.991
AURKB	KIF2C	9606.ENSP00000313950	9606.ENSP00000361298	0	0	0	0	0.830	0.323	0	0.975	0.996
AURKB	CENPA	9606.ENSP00000313950	9606.ENSP00000336868	0	0	0	0	0.928	0.667	0	0.917	0.997
AURKB	CDC20	9606.ENSP00000313950	9606.ENSP00000361540	0	0	0	0	0.889	0.297	0.500	0.965	0.998
AURKB	CDCA8	9606.ENSP00000313950	9606.ENSP00000362146	0	0	0	0	0.779	0.897	0.800	0.998	0.999
B3GNT3	CBLC	9606.ENSP00000321874	9606.ENSP00000494162	0	0	0	0	0.249	0	0	0.242	0.406
B3GNT3	GCNT3	9606.ENSP00000321874	9606.ENSP00000379377	0	0	0	0	0.105	0	0	0.555	0.585
B3GNT3	FUT2	9606.ENSP00000321874	9606.ENSP00000387498	0	0	0	0	0.096	0	0.900	0.491	0.950
BIRC5	CDC6	9606.ENSP00000301633	9606.ENSP00000209728	0	0	0	0	0.521	0.071	0	0.447	0.732
BIRC5	MYBL2	9606.ENSP00000301633	9606.ENSP00000217026	0	0	0	0	0.505	0.061	0	0.693	0.844
BIRC5	ORC6	9606.ENSP00000301633	9606.ENSP00000219097	0	0	0	0	0.241	0	0	0.322	0.463
BIRC5	NCAPH	9606.ENSP00000301633	9606.ENSP00000240423	0	0	0	0	0.620	0.100	0	0.590	0.847
BIRC5	DLGAP5	9606.ENSP00000301633	9606.ENSP00000247191	0	0	0	0	0.907	0	0	0.661	0.967
BIRC5	E2F8	9606.ENSP00000301633	9606.ENSP00000250024	0	0	0	0	0.507	0	0	0.313	0.647
BIRC5	NCAPG	9606.ENSP00000301633	9606.ENSP00000251496	0	0	0	0	0.685	0.100	0	0.597	0.876
BIRC5	GINS2	9606.ENSP00000301633	9606.ENSP00000253462	0	0	0	0	0.513	0.071	0	0.271	0.641
BIRC5	CCNB1	9606.ENSP00000301633	9606.ENSP00000256442	0	0	0	0	0.906	0.098	0.400	0.884	0.993
BIRC5	TROAP	9606.ENSP00000301633	9606.ENSP00000257909	0	0	0	0	0.706	0	0	0.197	0.754
BIRC5	ESPL1	9606.ENSP00000301633	9606.ENSP00000257934	0	0	0	0	0.745	0	0.500	0.404	0.917
BIRC5	KIF11	9606.ENSP00000301633	9606.ENSP00000260731	0	0	0	0	0.885	0.067	0	0.637	0.957
BIRC5	NDC80	9606.ENSP00000301633	9606.ENSP00000261597	0	0	0	0	0.831	0	0	0.344	0.885
BIRC5	PKMYT1	9606.ENSP00000301633	9606.ENSP00000262300	0	0	0	0	0.365	0.069	0	0.271	0.532
BIRC5	GINS1	9606.ENSP00000301633	9606.ENSP00000262460	0	0	0	0	0.394	0	0	0.251	0.526
BIRC5	SGO1	9606.ENSP00000301633	9606.ENSP00000263753	0	0	0	0	0.693	0.045	0	0.295	0.775
BIRC5	NEIL3	9606.ENSP00000301633	9606.ENSP00000264596	0	0	0	0	0.478	0	0	0.494	0.724
BIRC5	DEPDC1B	9606.ENSP00000301633	9606.ENSP00000265036	0	0	0	0	0.528	0.292	0	0.200	0.709
BIRC5	ANLN	9606.ENSP00000301633	9606.ENSP00000265748	0	0	0	0	0.399	0.292	0	0.527	0.781
BIRC5	TICRR	9606.ENSP00000301633	9606.ENSP00000268138	0	0	0	0	0.423	0.062	0	0.060	0.448
BIRC5	NUF2	9606.ENSP00000301633	9606.ENSP00000271452	0	0	0	0	0.852	0	0	0.668	0.949
BIRC5	CDCA5	9606.ENSP00000301633	9606.ENSP00000275517	0	0	0	0	0.779	0	0	0.750	0.942
BIRC5	BUB1B	9606.ENSP00000301633	9606.ENSP00000287598	0	0	0	0	0.847	0.095	0.500	0.834	0.987
BIRC5	CCNB2	9606.ENSP00000301633	9606.ENSP00000288207	0	0	0	0	0.905	0.098	0.400	0.892	0.993
BIRC5	MELK	9606.ENSP00000301633	9606.ENSP00000298048	0	0	0	0	0.885	0.091	0	0.697	0.965
BIRC5	PLK1	9606.ENSP00000301633	9606.ENSP00000300093	0	0	0	0	0.852	0	0.500	0.756	0.980
BIRC5	TPX2	9606.ENSP00000301633	9606.ENSP00000300403	0	0	0	0	0.852	0.102	0	0.672	0.952
BIRC5	RECQL4	9606.ENSP00000301633	9606.ENSP00000482313	0	0	0	0	0.363	0	0	0.152	0.437
BIRC5	ERCC6L	9606.ENSP00000301633	9606.ENSP00000334675	0	0	0	0	0.324	0.057	0	0.307	0.519
BIRC5	IQGAP3	9606.ENSP00000301633	9606.ENSP00000354451	0	0	0	0	0.467	0	0	0.167	0.537
BIRC5	EZH2	9606.ENSP00000301633	9606.ENSP00000320147	0	0	0	0	0.356	0.051	0	0.349	0.567
BIRC5	CKAP2L	9606.ENSP00000301633	9606.ENSP00000305204	0	0	0	0	0.509	0	0	0.183	0.581
BIRC5	SKA3	9606.ENSP00000301633	9606.ENSP00000319417	0	0	0	0	0.464	0	0	0.273	0.594
BIRC5	RAD54L	9606.ENSP00000301633	9606.ENSP00000361043	0	0	0	0	0.407	0.066	0	0.427	0.655
BIRC5	CDCA2	9606.ENSP00000301633	9606.ENSP00000328228	0	0	0	0	0.518	0	0	0.321	0.658
BIRC5	MCM10	9606.ENSP00000301633	9606.ENSP00000418268	0	0	0	0	0.520	0	0	0.370	0.685
BIRC5	UHRF1	9606.ENSP00000301633	9606.ENSP00000479617	0	0	0	0	0.604	0	0	0.290	0.707
BIRC5	UBE2T	9606.ENSP00000301633	9606.ENSP00000494957	0	0	0	0	0.576	0.091	0	0.333	0.720
BIRC5	KIF14	9606.ENSP00000301633	9606.ENSP00000356319	0	0	0	0	0.513	0.292	0	0.311	0.741
BIRC5	CDC25C	9606.ENSP00000301633	9606.ENSP00000321656	0	0	0	0	0.511	0	0	0.582	0.787
BIRC5	CHEK1	9606.ENSP00000301633	9606.ENSP00000391090	0	0	0	0	0.488	0.066	0	0.645	0.815
BIRC5	KIF18B	9606.ENSP00000301633	9606.ENSP00000465992	0	0	0	0	0.631	0.060	0	0.523	0.820
BIRC5	DEPDC1	9606.ENSP00000301633	9606.ENSP00000412292	0	0	0	0	0.657	0	0	0.501	0.821
BIRC5	EXO1	9606.ENSP00000301633	9606.ENSP00000355506	0	0	0	0	0.604	0.070	0	0.560	0.823
BIRC5	KIF15	9606.ENSP00000301633	9606.ENSP00000324020	0	0	0	0	0.751	0	0	0.363	0.835
BIRC5	GTSE1	9606.ENSP00000301633	9606.ENSP00000415430	0	0	0	0	0.708	0	0	0.514	0.852
BIRC5	CDC45	9606.ENSP00000301633	9606.ENSP00000405726	0	0	0	0	0.811	0	0	0.357	0.873
BIRC5	ASPM	9606.ENSP00000301633	9606.ENSP00000356379	0	0	0	0	0.748	0	0	0.540	0.879
BIRC5	HMMR	9606.ENSP00000301633	9606.ENSP00000377492	0	0	0	0	0.793	0.071	0	0.434	0.882
BIRC5	RRM2	9606.ENSP00000301633	9606.ENSP00000353770	0	0	0	0	0.758	0	0	0.584	0.895
BIRC5	HJURP	9606.ENSP00000301633	9606.ENSP00000414109	0	0	0	0	0.819	0	0	0.535	0.912
BIRC5	CEP55	9606.ENSP00000301633	9606.ENSP00000360540	0	0	0	0	0.806	0	0	0.570	0.913
BIRC5	SPAG5	9606.ENSP00000301633	9606.ENSP00000323300	0	0	0	0	0.863	0.071	0	0.400	0.917
BIRC5	ZWINT	9606.ENSP00000301633	9606.ENSP00000363055	0	0	0	0	0.770	0	0	0.657	0.917
BIRC5	KIF4A	9606.ENSP00000301633	9606.ENSP00000363524	0	0	0	0	0.853	0	0	0.516	0.925
BIRC5	TTK	9606.ENSP00000301633	9606.ENSP00000358813	0	0	0	0	0.826	0	0	0.647	0.936
BIRC5	MKI67	9606.ENSP00000301633	9606.ENSP00000357643	0	0	0	0	0.817	0	0	0.684	0.939
BIRC5	NEK2	9606.ENSP00000301633	9606.ENSP00000355966	0	0	0	0	0.817	0.098	0	0.665	0.940
BIRC5	CENPA	9606.ENSP00000301633	9606.ENSP00000336868	0	0	0	0	0.839	0.131	0	0.702	0.955
BIRC5	CCNA2	9606.ENSP00000301633	9606.ENSP00000481380	0	0	0	0	0.857	0	0	0.707	0.956
BIRC5	FOXM1	9606.ENSP00000301633	9606.ENSP00000342307	0	0	0	0	0.808	0.048	0	0.792	0.958
BIRC5	CENPF	9606.ENSP00000301633	9606.ENSP00000355922	0	0	0	0	0.779	0	0	0.826	0.960
BIRC5	CDCA3	9606.ENSP00000301633	9606.ENSP00000442068	0	0	0	0	0.929	0	0	0.465	0.960
BIRC5	KIF2C	9606.ENSP00000301633	9606.ENSP00000361298	0	0	0	0	0.862	0	0	0.809	0.972
BIRC5	KIF20A	9606.ENSP00000301633	9606.ENSP00000378356	0	0	0	0	0.903	0.053	0	0.732	0.973
BIRC5	TOP2A	9606.ENSP00000301633	9606.ENSP00000411532	0	0	0	0	0.868	0	0	0.828	0.976
BIRC5	PBK	9606.ENSP00000301633	9606.ENSP00000428489	0	0	0	0	0.932	0.092	0	0.683	0.978
BIRC5	UBE2C	9606.ENSP00000301633	9606.ENSP00000348838	0	0	0	0	0.956	0.091	0	0.819	0.992
BIRC5	CDC20	9606.ENSP00000301633	9606.ENSP00000361540	0	0	0	0	0.954	0.045	0.500	0.811	0.995
BIRC5	AURKB	9606.ENSP00000301633	9606.ENSP00000313950	0	0	0	0	0.764	0.944	0.800	0.996	0.999
BIRC5	CDCA8	9606.ENSP00000301633	9606.ENSP00000362146	0	0	0	0	0.961	0.943	0.800	0.996	0.999
BRIP1	CDC6	9606.ENSP00000259008	9606.ENSP00000209728	0	0	0	0	0.332	0.095	0	0.180	0.462
BRIP1	PPAT	9606.ENSP00000259008	9606.ENSP00000264220	0.105	0	0	0	0.151	0	0	0.277	0.403
BRIP1	KIF14	9606.ENSP00000259008	9606.ENSP00000356319	0	0	0	0	0.398	0	0	0.050	0.404
BRIP1	BUB1B	9606.ENSP00000259008	9606.ENSP00000287598	0	0	0	0	0.302	0.127	0	0.165	0.447
BRIP1	TTK	9606.ENSP00000259008	9606.ENSP00000358813	0	0	0	0	0.267	0	0	0.290	0.457
BRIP1	RAD54L	9606.ENSP00000259008	9606.ENSP00000361043	0	0	0	0	0.218	0.071	0	0.343	0.482
BRIP1	MCM10	9606.ENSP00000259008	9606.ENSP00000418268	0	0	0	0	0.421	0	0	0.231	0.535
BRIP1	CDC45	9606.ENSP00000259008	9606.ENSP00000405726	0	0	0	0	0.260	0	0	0.424	0.556
BRIP1	TICRR	9606.ENSP00000259008	9606.ENSP00000268138	0	0	0	0	0.242	0	0	0.448	0.564
BRIP1	PLK1	9606.ENSP00000259008	9606.ENSP00000300093	0	0	0	0	0.192	0	0	0.538	0.611
BRIP1	KIF11	9606.ENSP00000259008	9606.ENSP00000260731	0	0	0	0	0.427	0.126	0	0.291	0.614
BRIP1	NEIL3	9606.ENSP00000259008	9606.ENSP00000264596	0	0	0	0	0.421	0	0	0.379	0.625
BRIP1	RECQL4	9606.ENSP00000259008	9606.ENSP00000482313	0.047	0	0	0	0.117	0	0	0.622	0.654
BRIP1	POLQ	9606.ENSP00000259008	9606.ENSP00000264233	0	0	0	0	0.449	0	0	0.399	0.655
BRIP1	UBE2T	9606.ENSP00000259008	9606.ENSP00000494957	0	0	0	0	0.200	0.051	0	0.687	0.742
BRIP1	RMI2	9606.ENSP00000259008	9606.ENSP00000310356	0	0	0	0	0.161	0	0.500	0.457	0.752
BRIP1	XRCC2	9606.ENSP00000259008	9606.ENSP00000352271	0	0	0	0	0.179	0	0.500	0.561	0.804
BRIP1	EXO1	9606.ENSP00000259008	9606.ENSP00000355506	0	0	0	0	0.400	0.101	0.500	0.664	0.897
BRIP1	CHEK1	9606.ENSP00000259008	9606.ENSP00000391090	0	0	0	0	0.279	0.068	0.800	0.566	0.933
BUB1B	CDC6	9606.ENSP00000287598	9606.ENSP00000209728	0	0	0	0	0.565	0	0	0.566	0.803
BUB1B	MYBL2	9606.ENSP00000287598	9606.ENSP00000217026	0	0	0	0	0.483	0.091	0	0.325	0.655
BUB1B	ORC6	9606.ENSP00000287598	9606.ENSP00000219097	0	0	0	0	0.338	0	0	0.436	0.611
BUB1B	NCAPH	9606.ENSP00000287598	9606.ENSP00000240423	0	0	0	0	0.851	0	0	0.455	0.915
BUB1B	DLGAP5	9606.ENSP00000287598	9606.ENSP00000247191	0	0	0	0	0.928	0	0	0.746	0.981
BUB1B	E2F8	9606.ENSP00000287598	9606.ENSP00000250024	0	0	0	0	0.777	0	0	0.294	0.836
BUB1B	NCAPG	9606.ENSP00000287598	9606.ENSP00000251496	0	0	0	0	0.837	0	0	0.719	0.952
BUB1B	GINS2	9606.ENSP00000287598	9606.ENSP00000253462	0	0	0	0	0.377	0	0	0.201	0.481
BUB1B	CCNB1	9606.ENSP00000287598	9606.ENSP00000256442	0	0	0	0	0.847	0.279	0.720	0.966	0.998
BUB1B	TROAP	9606.ENSP00000287598	9606.ENSP00000257909	0	0	0	0	0.687	0	0	0.242	0.753
BUB1B	ESPL1	9606.ENSP00000287598	9606.ENSP00000257934	0	0	0	0	0.869	0	0.500	0.847	0.989
BUB1B	BRIP1	9606.ENSP00000287598	9606.ENSP00000259008	0	0	0	0	0.302	0.127	0	0.165	0.447
BUB1B	KIF11	9606.ENSP00000287598	9606.ENSP00000260731	0	0	0	0	0.937	0.310	0	0.875	0.994
BUB1B	NDC80	9606.ENSP00000287598	9606.ENSP00000261597	0	0	0	0	0.856	0.238	0.720	0.793	0.992
BUB1B	PKMYT1	9606.ENSP00000287598	9606.ENSP00000262300	0	0	0	0	0.317	0.104	0	0.463	0.642
BUB1B	GINS1	9606.ENSP00000287598	9606.ENSP00000262460	0	0	0	0	0.532	0.065	0	0.315	0.674
BUB1B	SGO1	9606.ENSP00000287598	9606.ENSP00000263753	0	0	0	0	0.735	0.294	0.500	0.759	0.974
BUB1B	POLQ	9606.ENSP00000287598	9606.ENSP00000264233	0	0	0	0	0.502	0	0	0.053	0.508
BUB1B	NEIL3	9606.ENSP00000287598	9606.ENSP00000264596	0	0	0	0	0.579	0	0	0.173	0.637
BUB1B	DEPDC1B	9606.ENSP00000287598	9606.ENSP00000265036	0	0	0	0	0.797	0	0	0	0.797
BUB1B	ANLN	9606.ENSP00000287598	9606.ENSP00000265748	0	0	0	0	0.693	0	0	0.376	0.800
BUB1B	TICRR	9606.ENSP00000287598	9606.ENSP00000268138	0	0	0	0	0.525	0.046	0	0.118	0.566
BUB1B	NUF2	9606.ENSP00000287598	9606.ENSP00000271452	0	0	0	0	0.853	0.189	0.500	0.717	0.980
BUB1B	CDCA5	9606.ENSP00000287598	9606.ENSP00000275517	0	0	0	0	0.585	0	0	0.657	0.851
BUB1B	RCC1	9606.ENSP00000287598	9606.ENSP00000497402	0	0	0	0	0.194	0	0	0.307	0.418
BUB1B	CKAP2L	9606.ENSP00000287598	9606.ENSP00000305204	0	0	0	0	0.437	0	0	0.213	0.537
BUB1B	EZH2	9606.ENSP00000287598	9606.ENSP00000320147	0	0	0	0	0.395	0.053	0	0.281	0.552
BUB1B	UBE2T	9606.ENSP00000287598	9606.ENSP00000494957	0	0	0	0	0.460	0	0	0.271	0.590
BUB1B	GTSE1	9606.ENSP00000287598	9606.ENSP00000415430	0	0	0	0	0.448	0	0	0.335	0.617
BUB1B	IQGAP3	9606.ENSP00000287598	9606.ENSP00000354451	0	0	0	0	0.552	0	0	0.203	0.628
BUB1B	STIL	9606.ENSP00000287598	9606.ENSP00000360944	0	0	0	0	0.496	0	0	0.305	0.635
BUB1B	UHRF1	9606.ENSP00000287598	9606.ENSP00000479617	0	0	0	0	0.557	0.091	0	0.262	0.677
BUB1B	RAD54L	9606.ENSP00000287598	9606.ENSP00000361043	0	0	0	0	0.526	0.092	0	0.454	0.745
BUB1B	MCM10	9606.ENSP00000287598	9606.ENSP00000418268	0	0	0	0	0.653	0	0	0.353	0.766
BUB1B	EXO1	9606.ENSP00000287598	9606.ENSP00000355506	0	0	0	0	0.561	0.073	0	0.564	0.807
BUB1B	CDC25C	9606.ENSP00000287598	9606.ENSP00000321656	0	0	0	0	0.538	0	0	0.604	0.809
BUB1B	CDC45	9606.ENSP00000287598	9606.ENSP00000405726	0	0	0	0	0.592	0.065	0	0.558	0.817
BUB1B	ERCC6L	9606.ENSP00000287598	9606.ENSP00000334675	0	0	0	0	0.521	0.092	0.500	0.288	0.824
BUB1B	KIF18B	9606.ENSP00000287598	9606.ENSP00000465992	0	0	0	0	0.693	0.071	0	0.477	0.838
BUB1B	DEPDC1	9606.ENSP00000287598	9606.ENSP00000412292	0	0	0	0	0.797	0	0	0.290	0.850
BUB1B	CHEK1	9606.ENSP00000287598	9606.ENSP00000391090	0	0	0	0	0.513	0.053	0	0.753	0.876
BUB1B	KIF14	9606.ENSP00000287598	9606.ENSP00000356319	0	0	0	0	0.792	0.067	0	0.422	0.878
BUB1B	HMMR	9606.ENSP00000287598	9606.ENSP00000377492	0	0	0	0	0.792	0.115	0	0.412	0.882
BUB1B	CDCA3	9606.ENSP00000287598	9606.ENSP00000442068	0	0	0	0	0.805	0	0	0.437	0.886
BUB1B	HJURP	9606.ENSP00000287598	9606.ENSP00000414109	0	0	0	0	0.847	0	0	0.355	0.897
BUB1B	CDCA2	9606.ENSP00000287598	9606.ENSP00000328228	0	0	0.271	0	0.681	0	0	0.671	0.916
BUB1B	RRM2	9606.ENSP00000287598	9606.ENSP00000353770	0	0	0	0	0.823	0	0	0.576	0.922
BUB1B	KIF15	9606.ENSP00000287598	9606.ENSP00000324020	0	0	0	0	0.863	0	0	0.465	0.923
BUB1B	MKI67	9606.ENSP00000287598	9606.ENSP00000357643	0	0	0	0	0.863	0.292	0	0.359	0.932
BUB1B	TPX2	9606.ENSP00000287598	9606.ENSP00000300403	0	0	0	0	0.849	0	0	0.595	0.936
BUB1B	PBK	9606.ENSP00000287598	9606.ENSP00000428489	0	0	0	0	0.853	0.062	0	0.579	0.937
BUB1B	CEP55	9606.ENSP00000287598	9606.ENSP00000360540	0	0	0	0	0.841	0	0	0.632	0.939
BUB1B	FOXM1	9606.ENSP00000287598	9606.ENSP00000342307	0	0	0	0	0.812	0.116	0	0.695	0.944
BUB1B	SPAG5	9606.ENSP00000287598	9606.ENSP00000323300	0	0	0	0	0.912	0.115	0	0.419	0.951
BUB1B	MELK	9606.ENSP00000287598	9606.ENSP00000298048	0	0	0	0	0.856	0.046	0	0.683	0.953
BUB1B	KIF4A	9606.ENSP00000287598	9606.ENSP00000363524	0	0	0	0	0.896	0.081	0	0.696	0.968
BUB1B	ASPM	9606.ENSP00000287598	9606.ENSP00000356379	0	0	0	0	0.928	0.111	0	0.628	0.974
BUB1B	SKA3	9606.ENSP00000287598	9606.ENSP00000319417	0	0	0	0	0.558	0.171	0.900	0.443	0.976
BUB1B	KIF20A	9606.ENSP00000287598	9606.ENSP00000378356	0	0	0	0	0.911	0.071	0	0.752	0.977
BUB1B	TOP2A	9606.ENSP00000287598	9606.ENSP00000411532	0	0	0	0	0.925	0	0	0.747	0.980
BUB1B	CENPA	9606.ENSP00000287598	9606.ENSP00000336868	0	0	0	0	0.810	0.111	0.500	0.850	0.985
BUB1B	BIRC5	9606.ENSP00000287598	9606.ENSP00000301633	0	0	0	0	0.847	0.095	0.500	0.834	0.987
BUB1B	KIF2C	9606.ENSP00000287598	9606.ENSP00000361298	0	0	0	0	0.877	0.071	0.500	0.863	0.991
BUB1B	TTK	9606.ENSP00000287598	9606.ENSP00000358813	0	0	0	0	0.865	0.292	0	0.918	0.991
BUB1B	UBE2C	9606.ENSP00000287598	9606.ENSP00000348838	0	0	0	0	0.832	0.287	0.720	0.768	0.991
BUB1B	CCNB2	9606.ENSP00000287598	9606.ENSP00000288207	0	0	0	0	0.835	0.279	0.400	0.914	0.993
BUB1B	CCNA2	9606.ENSP00000287598	9606.ENSP00000481380	0	0	0	0	0.865	0.292	0.500	0.904	0.994
BUB1B	CDCA8	9606.ENSP00000287598	9606.ENSP00000362146	0	0	0	0	0.921	0	0.500	0.862	0.994
BUB1B	ZWINT	9606.ENSP00000287598	9606.ENSP00000363055	0	0	0	0	0.787	0.823	0.500	0.814	0.996
BUB1B	NEK2	9606.ENSP00000287598	9606.ENSP00000355966	0	0	0	0	0.839	0.994	0.500	0.640	0.999
BUB1B	PLK1	9606.ENSP00000287598	9606.ENSP00000300093	0	0	0	0	0.838	0.845	0.720	0.932	0.999
BUB1B	AURKB	9606.ENSP00000287598	9606.ENSP00000313950	0	0	0	0	0.637	0.327	0.500	0.992	0.999
BUB1B	CDC20	9606.ENSP00000287598	9606.ENSP00000361540	0	0	0	0	0.901	0.999	0.800	0.999	0.999
BUB1B	CENPF	9606.ENSP00000287598	9606.ENSP00000355922	0	0	0	0	0.903	0	0.900	0.918	0.999
CALCRL	RAMP3	9606.ENSP00000376177	9606.ENSP00000242249	0	0	0	0	0.083	0.926	0.900	0.999	0.999
CALCRL	RAMP2	9606.ENSP00000376177	9606.ENSP00000253796	0	0	0	0	0.128	0.946	0.900	0.999	0.999
CALCRL	EMCN	9606.ENSP00000376177	9606.ENSP00000296420	0	0	0	0	0.492	0	0	0.235	0.594
CALCRL	RXFP1	9606.ENSP00000376177	9606.ENSP00000405841	0	0	0	0	0.060	0	0	0.453	0.464
CALCRL	ADM2	9606.ENSP00000376177	9606.ENSP00000379087	0	0	0	0	0	0.900	0.400	0.985	0.999
CAT	ALDH18A1	9606.ENSP00000241052	9606.ENSP00000360268	0	0	0	0	0.058	0	0	0.446	0.456
CAV1	EPAS1	9606.ENSP00000339191	9606.ENSP00000263734	0	0	0	0	0.143	0	0	0.328	0.400
CAV1	DEPDC1B	9606.ENSP00000339191	9606.ENSP00000265036	0	0	0	0	0.060	0.120	0.400	0.068	0.475
CAV1	ANLN	9606.ENSP00000339191	9606.ENSP00000265748	0	0	0	0	0.085	0.292	0.400	0.138	0.620
CAV1	S1PR1	9606.ENSP00000339191	9606.ENSP00000305416	0	0	0	0	0.053	0.294	0	0.204	0.422
CAV1	CAVIN2	9606.ENSP00000339191	9606.ENSP00000305675	0	0	0	0	0.141	0.423	0	0.901	0.946
CAV1	SH2D3C	9606.ENSP00000339191	9606.ENSP00000317817	0	0	0	0	0	0.188	0	0.414	0.503
CAV1	IQGAP3	9606.ENSP00000339191	9606.ENSP00000354451	0	0	0	0	0.059	0	0.400	0.064	0.425
CAV1	AGER	9606.ENSP00000339191	9606.ENSP00000364210	0	0	0	0	0.052	0	0	0.479	0.484
CAV1	ACVRL1	9606.ENSP00000339191	9606.ENSP00000373574	0	0	0	0	0.056	0.046	0	0.507	0.517
CAV1	TEK	9606.ENSP00000339191	9606.ENSP00000369375	0	0	0	0	0.088	0.306	0	0.367	0.564
CAV1	GJB2	9606.ENSP00000339191	9606.ENSP00000372295	0	0	0	0	0.047	0.292	0	0.530	0.655
CAV1	EDNRB	9606.ENSP00000339191	9606.ENSP00000366416	0	0	0	0	0.068	0.294	0	0.525	0.660
CAV1	PECAM1	9606.ENSP00000339191	9606.ENSP00000457421	0	0	0	0	0.049	0	0	0.686	0.689
CAV1	CDH5	9606.ENSP00000339191	9606.ENSP00000497290	0	0	0	0	0.096	0	0	0.695	0.712
CAVIN2	CAV1	9606.ENSP00000305675	9606.ENSP00000339191	0	0	0	0	0.141	0.423	0	0.901	0.946
CBLC	B3GNT3	9606.ENSP00000494162	9606.ENSP00000321874	0	0	0	0	0.249	0	0	0.242	0.406
CCM2L	RASIP1	9606.ENSP00000262659	9606.ENSP00000222145	0	0	0	0	0.227	0.114	0	0.506	0.633
CCM2L	PTPRB	9606.ENSP00000262659	9606.ENSP00000334928	0	0	0	0	0.276	0.106	0	0.174	0.418
CCM2L	MMRN2	9606.ENSP00000262659	9606.ENSP00000361097	0	0	0	0	0.240	0.098	0	0.244	0.437
CCM2L	CDH5	9606.ENSP00000262659	9606.ENSP00000497290	0	0	0	0	0.357	0.066	0	0.198	0.476
CCM2L	ROBO4	9606.ENSP00000262659	9606.ENSP00000304945	0	0	0	0	0.423	0	0	0.156	0.492
CCNA2	CDC6	9606.ENSP00000481380	9606.ENSP00000209728	0	0	0	0	0.672	0.960	0.900	0.941	0.999
CCNA2	MYBL2	9606.ENSP00000481380	9606.ENSP00000217026	0	0	0	0	0.456	0.095	0.900	0.855	0.991
CCNA2	EEF1A2	9606.ENSP00000481380	9606.ENSP00000217182	0	0	0	0	0.073	0	0	0.430	0.449
CCNA2	ORC6	9606.ENSP00000481380	9606.ENSP00000219097	0	0	0	0	0.251	0	0.400	0.429	0.721
CCNA2	NCAPH	9606.ENSP00000481380	9606.ENSP00000240423	0	0	0	0	0.727	0	0	0.349	0.815
CCNA2	DLGAP5	9606.ENSP00000481380	9606.ENSP00000247191	0	0	0	0	0.917	0	0	0.655	0.970
